subject.no,group,condition,question.no,question.type,est1,est2,conf1,conf2,true.values,log.true.values,log.tr.est1,log.tr.est2,tr.est1,tr.est2,log.change.est,abs.log.change.est
31527,46,C,11,unbounded,30,30,1,1,2.7,0.993251773,2.424305372,2.424305372,10.11111111,10.11111111,0,0
31629,46,C,11,unbounded,1.2,1.2,2,2,2.7,0.993251773,0.816439737,0.816439737,0.555555556,0.555555556,0,0
31690,46,C,11,unbounded,8,8,1,1,2.7,0.993251773,1.093569423,1.093569423,1.962962963,1.962962963,0,0
31733,46,C,11,unbounded,10,10,1,1,2.7,0.993251773,1.318229029,1.318229029,2.703703704,2.703703704,0,0
31762,46,C,11,unbounded,1.12,1.12,2,2,2.7,0.993251773,0.885901351,0.885901351,0.585185185,0.585185185,0,0
31887,46,C,11,unbounded,2,2,1,1,2.7,0.993251773,0.302143526,0.302143526,0.259259259,0.259259259,0,0
31908,47,C,11,unbounded,2.3,2.3,1,1,2.7,0.993251773,0.16143203,0.16143203,0.148148148,0.148148148,0,0
31937,47,C,11,unbounded,0.9,0.9,2,2,2.7,0.993251773,1.106076343,1.106076343,0.666666667,0.666666667,0,0
32012,47,C,11,unbounded,2,2,1,1,2.7,0.993251773,0.302143526,0.302143526,0.259259259,0.259259259,0,0
32391,47,C,11,unbounded,5,5,1,1,2.7,0.993251773,0.620372554,0.620372554,0.851851852,0.851851852,0,0
32424,47,C,11,unbounded,7,7,2,2,2.7,0.993251773,0.959130808,0.959130808,1.592592593,1.592592593,0,0
32643,47,C,11,unbounded,4.6,4.6,1,1,2.7,0.993251773,0.536424444,0.536424444,0.703703704,0.703703704,0,0
32709,47,C,11,unbounded,8,8,1,1,2.7,0.993251773,1.093569423,1.093569423,1.962962963,1.962962963,0,0
32953,47,C,11,unbounded,4000,4000,1,1,2.7,0.993251773,7.350400035,7.350400035,1480.481481,1480.481481,0,0
32970,47,C,11,unbounded,1.2,1.2,1,1,2.7,0.993251773,0.816439737,0.816439737,0.555555556,0.555555556,0,0
33086,47,C,11,unbounded,8,8,1,1,2.7,0.993251773,1.093569423,1.093569423,1.962962963,1.962962963,0,0
33168,48,C,11,unbounded,2,2,1,1,2.7,0.993251773,0.302143526,0.302143526,0.259259259,0.259259259,0,0
33193,48,C,11,unbounded,3,3,3,3,2.7,0.993251773,0.106076343,0.106076343,0.111111111,0.111111111,0,0
33235,48,C,11,unbounded,500,500,1,1,2.7,0.993251773,5.256830612,5.256830612,184.1851852,184.1851852,0,0
33318,48,C,11,unbounded,65.5,65.5,1,1,2.7,0.993251773,3.210463305,3.210463305,23.25925926,23.25925926,0,0
33787,48,C,11,unbounded,0.63,0.63,1,1,2.7,0.993251773,1.465174563,1.465174563,0.766666667,0.766666667,0,0
33819,48,C,11,unbounded,9,9,2,2,2.7,0.993251773,1.212152686,1.212152686,2.333333333,2.333333333,0,0
33876,48,C,11,unbounded,0.02,0.02,1,1,2.7,0.993251773,4.938601583,4.938601583,0.992592593,0.992592593,0,0
33877,48,C,11,unbounded,3.2,3.2,2,2,2.7,0.993251773,0.171053344,0.171053344,0.185185185,0.185185185,0,0
34086,48,C,11,unbounded,10,10,1,1,2.7,0.993251773,1.318229029,1.318229029,2.703703704,2.703703704,0,0
34112,48,C,11,unbounded,0.2,0.2,1,1,2.7,0.993251773,2.620372554,2.620372554,0.925925926,0.925925926,0,0
34154,49,C,11,unbounded,0.6,0.6,1,1,2.7,0.993251773,1.514296211,1.514296211,0.777777778,0.777777778,0,0
34420,49,C,11,unbounded,0.1,0.1,2,2,2.7,0.993251773,3.318229029,3.318229029,0.962962963,0.962962963,0,0
34456,49,C,11,unbounded,50,50,1,1,2.7,0.993251773,2.938601583,2.938601583,17.51851852,17.51851852,0,0
34466,49,C,11,unbounded,1,1,4,4,2.7,0.993251773,1,1,0.62962963,0.62962963,0,0
34472,49,C,11,unbounded,10,10,1,1,2.7,0.993251773,1.318229029,1.318229029,2.703703704,2.703703704,0,0
34516,49,C,11,unbounded,55,55,1,1,2.7,0.993251773,3.034559307,3.034559307,19.37037037,19.37037037,0,0
34543,49,C,11,unbounded,3.89,3.89,1,1,2.7,0.993251773,0.367638291,0.367638291,0.440740741,0.440740741,0,0
34547,49,C,11,unbounded,30,30,1,1,2.7,0.993251773,2.424305372,2.424305372,10.11111111,10.11111111,0,0
34558,49,C,11,unbounded,30,30,1,1,2.7,0.993251773,2.424305372,2.424305372,10.11111111,10.11111111,0,0
34565,49,C,12,percentage,25,25,2,2,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
34726,40,C,12,percentage,40,40,2,2,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
30566,40,C,12,percentage,9,9,2,2,49.5,3.90197267,0.818181818,0.818181818,0.818181818,0.818181818,0,0
34361,40,C,12,percentage,17,17,1,1,49.5,3.90197267,0.656565657,0.656565657,0.656565657,0.656565657,0,0
29228,40,C,12,percentage,45,45,2,2,49.5,3.90197267,0.090909091,0.090909091,0.090909091,0.090909091,0,0
30000,40,C,12,percentage,0.15,0.15,2,2,49.5,3.90197267,0.996969697,0.996969697,0.996969697,0.996969697,0,0
26013,40,C,12,percentage,18,18,2,2,49.5,3.90197267,0.636363636,0.636363636,0.636363636,0.636363636,0,0
30678,40,C,12,percentage,0,0,0,0,49.5,3.90197267,1,1,1,1,0,0
31554,40,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
28718,40,C,12,percentage,22,22,1,1,49.5,3.90197267,0.555555556,0.555555556,0.555555556,0.555555556,0,0
32645,40,C,12,percentage,0.3,0.3,2,2,49.5,3.90197267,0.993939394,0.993939394,0.993939394,0.993939394,0,0
30521,41,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
23189,41,C,12,percentage,47,47,3,3,49.5,3.90197267,0.050505051,0.050505051,0.050505051,0.050505051,0,0
33084,41,C,12,percentage,35,35,2,2,49.5,3.90197267,0.292929293,0.292929293,0.292929293,0.292929293,0,0
34606,41,C,12,percentage,40,40,2,2,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
34103,41,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
32741,41,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
24997,41,C,12,percentage,35,35,2,2,49.5,3.90197267,0.292929293,0.292929293,0.292929293,0.292929293,0,0
34798,41,C,12,percentage,40,40,3,3,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
386,41,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
741,41,C,12,percentage,30,30,1,1,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
10743,42,C,12,percentage,4,4,1,1,49.5,3.90197267,0.919191919,0.919191919,0.919191919,0.919191919,0,0
15312,42,C,12,percentage,17,17,1,1,49.5,3.90197267,0.656565657,0.656565657,0.656565657,0.656565657,0,0
18247,42,C,12,percentage,25,25,2,2,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
20330,42,C,12,percentage,40,40,2,2,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
21726,42,C,12,percentage,30,30,1,1,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
22101,42,C,12,percentage,13,13,1,1,49.5,3.90197267,0.737373737,0.737373737,0.737373737,0.737373737,0,0
22659,42,C,12,percentage,12,12,1,1,49.5,3.90197267,0.757575758,0.757575758,0.757575758,0.757575758,0,0
23065,42,C,12,percentage,7,7,1,1,49.5,3.90197267,0.858585859,0.858585859,0.858585859,0.858585859,0,0
24486,42,C,12,percentage,20,20,2,2,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
26396,42,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
26841,43,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
26945,43,C,12,percentage,20,20,4,4,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
27002,43,C,12,percentage,25,25,1,1,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
27087,43,C,12,percentage,14,14,1,1,49.5,3.90197267,0.717171717,0.717171717,0.717171717,0.717171717,0,0
27184,43,C,12,percentage,20,20,3,3,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
27483,43,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
27635,43,C,12,percentage,43,43,1,1,49.5,3.90197267,0.131313131,0.131313131,0.131313131,0.131313131,0,0
27722,43,C,12,percentage,2,2,2,2,49.5,3.90197267,0.95959596,0.95959596,0.95959596,0.95959596,0,0
27829,43,C,12,percentage,10,10,1,1,49.5,3.90197267,0.797979798,0.797979798,0.797979798,0.797979798,0,0
28218,43,C,12,percentage,14,14,1,1,49.5,3.90197267,0.717171717,0.717171717,0.717171717,0.717171717,0,0
28489,44,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
29088,44,C,12,percentage,10,10,1,1,49.5,3.90197267,0.797979798,0.797979798,0.797979798,0.797979798,0,0
29147,44,C,12,percentage,50,50,1,1,49.5,3.90197267,0.01010101,0.01010101,0.01010101,0.01010101,0,0
29333,44,C,12,percentage,30,30,1,1,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
29481,44,C,12,percentage,38,38,2,2,49.5,3.90197267,0.232323232,0.232323232,0.232323232,0.232323232,0,0
29534,44,C,12,percentage,20,20,3,3,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
29574,44,C,12,percentage,10,10,1,1,49.5,3.90197267,0.797979798,0.797979798,0.797979798,0.797979798,0,0
29712,44,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
30024,44,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
30123,44,C,12,percentage,56,56,1,1,49.5,3.90197267,0.131313131,0.131313131,0.131313131,0.131313131,0,0
30159,45,C,12,percentage,12,12,1,1,49.5,3.90197267,0.757575758,0.757575758,0.757575758,0.757575758,0,0
30176,45,C,12,percentage,10,10,1,1,49.5,3.90197267,0.797979798,0.797979798,0.797979798,0.797979798,0,0
30308,45,C,12,percentage,30,30,2,2,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
30524,45,C,12,percentage,25,25,2,2,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
30580,45,C,12,percentage,25,25,2,2,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
30666,45,C,12,percentage,NA,NA,1,1,49.5,NA,NA,NA,NA,NA,NA,NA
30737,45,C,12,percentage,25,25,1,1,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
30900,45,C,12,percentage,30,30,1,1,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
31181,45,C,12,percentage,30,30,1,1,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
31233,45,C,12,percentage,25,25,1,1,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
31277,46,C,12,percentage,12,12,3,3,49.5,3.90197267,0.757575758,0.757575758,0.757575758,0.757575758,0,0
31383,46,C,12,percentage,9.5,9.5,2,2,49.5,3.90197267,0.808080808,0.808080808,0.808080808,0.808080808,0,0
31440,46,C,12,percentage,40,40,2,2,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
31472,46,C,12,percentage,15,15,3,3,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
31527,46,C,12,percentage,30,30,2,2,49.5,3.90197267,0.393939394,0.393939394,0.393939394,0.393939394,0,0
31629,46,C,12,percentage,18,18,2,2,49.5,3.90197267,0.636363636,0.636363636,0.636363636,0.636363636,0,0
31690,46,C,12,percentage,25,25,1,1,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
31733,46,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
31762,46,C,12,percentage,70,70,2,2,49.5,3.90197267,0.414141414,0.414141414,0.414141414,0.414141414,0,0
31887,46,C,12,percentage,0.1,0.1,1,1,49.5,3.90197267,0.997979798,0.997979798,0.997979798,0.997979798,0,0
31908,47,C,12,percentage,31,31,1,1,49.5,3.90197267,0.373737374,0.373737374,0.373737374,0.373737374,0,0
31937,47,C,12,percentage,10,10,2,2,49.5,3.90197267,0.797979798,0.797979798,0.797979798,0.797979798,0,0
32012,47,C,12,percentage,20,20,2,2,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
32391,47,C,12,percentage,18,18,2,2,49.5,3.90197267,0.636363636,0.636363636,0.636363636,0.636363636,0,0
32424,47,C,12,percentage,25,25,3,3,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
32643,47,C,12,percentage,19,19,2,2,49.5,3.90197267,0.616161616,0.616161616,0.616161616,0.616161616,0,0
32709,47,C,12,percentage,33,33,1,1,49.5,3.90197267,0.333333333,0.333333333,0.333333333,0.333333333,0,0
32953,47,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
32970,47,C,12,percentage,50,50,1,1,49.5,3.90197267,0.01010101,0.01010101,0.01010101,0.01010101,0,0
33086,47,C,12,percentage,49.7,49.7,1,1,49.5,3.90197267,0.004040404,0.004040404,0.004040404,0.004040404,0,0
33168,48,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
33193,48,C,12,percentage,25,25,2,2,49.5,3.90197267,0.494949495,0.494949495,0.494949495,0.494949495,0,0
33235,48,C,12,percentage,36,36,2,2,49.5,3.90197267,0.272727273,0.272727273,0.272727273,0.272727273,0,0
33318,48,C,12,percentage,35,35,1,1,49.5,3.90197267,0.292929293,0.292929293,0.292929293,0.292929293,0,0
33787,48,C,12,percentage,12,12,1,1,49.5,3.90197267,0.757575758,0.757575758,0.757575758,0.757575758,0,0
33819,48,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
33876,48,C,12,percentage,50,50,3,3,49.5,3.90197267,0.01010101,0.01010101,0.01010101,0.01010101,0,0
33877,48,C,12,percentage,6,6,2,2,49.5,3.90197267,0.878787879,0.878787879,0.878787879,0.878787879,0,0
34086,48,C,12,percentage,50,50,3,3,49.5,3.90197267,0.01010101,0.01010101,0.01010101,0.01010101,0,0
34112,48,C,12,percentage,3,3,1,1,49.5,3.90197267,0.939393939,0.939393939,0.939393939,0.939393939,0,0
34154,49,C,12,percentage,0.3,0.3,1,1,49.5,3.90197267,0.993939394,0.993939394,0.993939394,0.993939394,0,0
34420,49,C,12,percentage,15,15,2,2,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
34456,49,C,12,percentage,15,15,1,1,49.5,3.90197267,0.696969697,0.696969697,0.696969697,0.696969697,0,0
34466,49,C,12,percentage,35,35,2,2,49.5,3.90197267,0.292929293,0.292929293,0.292929293,0.292929293,0,0
34472,49,C,12,percentage,35,35,1,1,49.5,3.90197267,0.292929293,0.292929293,0.292929293,0.292929293,0,0
34516,49,C,12,percentage,60,60,1,1,49.5,3.90197267,0.212121212,0.212121212,0.212121212,0.212121212,0,0
34543,49,C,12,percentage,40,40,1,1,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
34547,49,C,12,percentage,40,40,2,2,49.5,3.90197267,0.191919192,0.191919192,0.191919192,0.191919192,0,0
34558,49,C,12,percentage,20,20,1,1,49.5,3.90197267,0.595959596,0.595959596,0.595959596,0.595959596,0,0
34565,49,C,12,percentage,21,21,1,1,49.5,3.90197267,0.575757576,0.575757576,0.575757576,0.575757576,0,0
34726,40,C,13,percentage,40,40,1,1,24.9,3.214867803,0.606425703,0.606425703,0.606425703,0.606425703,0,0
30566,40,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
34361,40,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
29228,40,C,13,percentage,25,25,1,1,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
30000,40,C,13,percentage,0.3,0.3,2,2,24.9,3.214867803,0.987951807,0.987951807,0.987951807,0.987951807,0,0
26013,40,C,13,percentage,35,35,2,2,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
30678,40,C,13,percentage,33,33,1,1,24.9,3.214867803,0.325301205,0.325301205,0.325301205,0.325301205,0,0
31554,40,C,13,percentage,NA,NA,2,2,24.9,NA,NA,NA,NA,NA,NA,NA
28718,40,C,13,percentage,36,36,2,2,24.9,3.214867803,0.445783133,0.445783133,0.445783133,0.445783133,0,0
32645,40,C,13,percentage,0.85,0.85,2,2,24.9,3.214867803,0.965863454,0.965863454,0.965863454,0.965863454,0,0
30521,41,C,13,percentage,0,0,0,0,24.9,3.214867803,1,1,1,1,0,0
23189,41,C,13,percentage,13,13,1,1,24.9,3.214867803,0.477911647,0.477911647,0.477911647,0.477911647,0,0
33084,41,C,13,percentage,15,15,3,3,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
34606,41,C,13,percentage,45,45,1,1,24.9,3.214867803,0.807228916,0.807228916,0.807228916,0.807228916,0,0
34103,41,C,13,percentage,25,25,1,1,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
32741,41,C,13,percentage,65,65,2,2,24.9,3.214867803,1.610441767,1.610441767,1.610441767,1.610441767,0,0
24997,41,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
34798,41,C,13,percentage,12,12,2,2,24.9,3.214867803,0.518072289,0.518072289,0.518072289,0.518072289,0,0
386,41,C,13,percentage,20,20,1,1,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
741,41,C,13,percentage,10,10,1,1,24.9,3.214867803,0.598393574,0.598393574,0.598393574,0.598393574,0,0
10743,42,C,13,percentage,13,13,1,1,24.9,3.214867803,0.477911647,0.477911647,0.477911647,0.477911647,0,0
15312,42,C,13,percentage,28,28,1,1,24.9,3.214867803,0.124497992,0.124497992,0.124497992,0.124497992,0,0
18247,42,C,13,percentage,25,25,2,2,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
20330,42,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
21726,42,C,13,percentage,15,15,1,1,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
22101,42,C,13,percentage,35,35,2,2,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
22659,42,C,13,percentage,25,25,2,2,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
23065,42,C,13,percentage,15,15,1,1,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
24486,42,C,13,percentage,23,23,2,2,24.9,3.214867803,0.076305221,0.076305221,0.076305221,0.076305221,0,0
26396,42,C,13,percentage,45,45,2,2,24.9,3.214867803,0.807228916,0.807228916,0.807228916,0.807228916,0,0
26841,43,C,13,percentage,NA,NA,2,2,24.9,NA,NA,NA,NA,NA,NA,NA
26945,43,C,13,percentage,8,8,3,3,24.9,3.214867803,0.678714859,0.678714859,0.678714859,0.678714859,0,0
27002,43,C,13,percentage,35,35,1,1,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
27087,43,C,13,percentage,32,32,1,1,24.9,3.214867803,0.285140562,0.285140562,0.285140562,0.285140562,0,0
27184,43,C,13,percentage,50,50,2,2,24.9,3.214867803,1.008032129,1.008032129,1.008032129,1.008032129,0,0
27483,43,C,13,percentage,20,20,1,1,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
27635,43,C,13,percentage,85,85,1,1,24.9,3.214867803,2.413654618,2.413654618,2.413654618,2.413654618,0,0
27722,43,C,13,percentage,0.02,0.02,1,1,24.9,3.214867803,0.999196787,0.999196787,0.999196787,0.999196787,0,0
27829,43,C,13,percentage,NA,NA,3,3,24.9,NA,NA,NA,NA,NA,NA,NA
28218,43,C,13,percentage,30,30,2,2,24.9,3.214867803,0.204819277,0.204819277,0.204819277,0.204819277,0,0
28489,44,C,13,percentage,30,30,2,2,24.9,3.214867803,0.204819277,0.204819277,0.204819277,0.204819277,0,0
29088,44,C,13,percentage,40,40,1,1,24.9,3.214867803,0.606425703,0.606425703,0.606425703,0.606425703,0,0
29147,44,C,13,percentage,10,10,1,1,24.9,3.214867803,0.598393574,0.598393574,0.598393574,0.598393574,0,0
29333,44,C,13,percentage,50,50,1,1,24.9,3.214867803,1.008032129,1.008032129,1.008032129,1.008032129,0,0
29481,44,C,13,percentage,25,25,1,1,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
29534,44,C,13,percentage,50,50,3,3,24.9,3.214867803,1.008032129,1.008032129,1.008032129,1.008032129,0,0
29574,44,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
29712,44,C,13,percentage,23,23,1,1,24.9,3.214867803,0.076305221,0.076305221,0.076305221,0.076305221,0,0
30024,44,C,13,percentage,8,8,2,2,24.9,3.214867803,0.678714859,0.678714859,0.678714859,0.678714859,0,0
30123,44,C,13,percentage,35,35,1,1,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
30159,45,C,13,percentage,15,15,1,1,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
30176,45,C,13,percentage,20,20,1,1,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
30308,45,C,13,percentage,25,25,1,1,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
30524,45,C,13,percentage,30,30,1,1,24.9,3.214867803,0.204819277,0.204819277,0.204819277,0.204819277,0,0
30580,45,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
30666,45,C,13,percentage,19,19,1,1,24.9,3.214867803,0.236947791,0.236947791,0.236947791,0.236947791,0,0
30737,45,C,13,percentage,45,45,1,1,24.9,3.214867803,0.807228916,0.807228916,0.807228916,0.807228916,0,0
30900,45,C,13,percentage,70,70,1,1,24.9,3.214867803,1.81124498,1.81124498,1.81124498,1.81124498,0,0
31181,45,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
31233,45,C,13,percentage,65,65,1,1,24.9,3.214867803,1.610441767,1.610441767,1.610441767,1.610441767,0,0
31277,46,C,13,percentage,6,6,3,3,24.9,3.214867803,0.759036145,0.759036145,0.759036145,0.759036145,0,0
31383,46,C,13,percentage,56,56,3,3,24.9,3.214867803,1.248995984,1.248995984,1.248995984,1.248995984,0,0
31440,46,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
31472,46,C,13,percentage,25,25,2,2,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
31527,46,C,13,percentage,29,29,2,2,24.9,3.214867803,0.164658635,0.164658635,0.164658635,0.164658635,0,0
31629,46,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
31690,46,C,13,percentage,8,8,1,1,24.9,3.214867803,0.678714859,0.678714859,0.678714859,0.678714859,0,0
31733,46,C,13,percentage,NA,NA,1,1,24.9,NA,NA,NA,NA,NA,NA,NA
31762,46,C,13,percentage,5,5,2,2,24.9,3.214867803,0.799196787,0.799196787,0.799196787,0.799196787,0,0
31887,46,C,13,percentage,0.25,0.25,1,1,24.9,3.214867803,0.989959839,0.989959839,0.989959839,0.989959839,0,0
31908,47,C,13,percentage,24,24,1,1,24.9,3.214867803,0.036144578,0.036144578,0.036144578,0.036144578,0,0
31937,47,C,13,percentage,27,27,2,2,24.9,3.214867803,0.084337349,0.084337349,0.084337349,0.084337349,0,0
32012,47,C,13,percentage,40,40,2,2,24.9,3.214867803,0.606425703,0.606425703,0.606425703,0.606425703,0,0
32391,47,C,13,percentage,4,4,2,2,24.9,3.214867803,0.83935743,0.83935743,0.83935743,0.83935743,0,0
32424,47,C,13,percentage,35,35,3,3,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
32643,47,C,13,percentage,22,22,1,1,24.9,3.214867803,0.116465863,0.116465863,0.116465863,0.116465863,0,0
32709,47,C,13,percentage,21,21,1,1,24.9,3.214867803,0.156626506,0.156626506,0.156626506,0.156626506,0,0
32953,47,C,13,percentage,45,45,2,2,24.9,3.214867803,0.807228916,0.807228916,0.807228916,0.807228916,0,0
32970,47,C,13,percentage,20,20,1,1,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
33086,47,C,13,percentage,21.3,21.3,1,1,24.9,3.214867803,0.144578313,0.144578313,0.144578313,0.144578313,0,0
33168,48,C,13,percentage,30,30,2,2,24.9,3.214867803,0.204819277,0.204819277,0.204819277,0.204819277,0,0
33193,48,C,13,percentage,16,16,2,2,24.9,3.214867803,0.357429719,0.357429719,0.357429719,0.357429719,0,0
33235,48,C,13,percentage,25,25,3,3,24.9,3.214867803,0.004016064,0.004016064,0.004016064,0.004016064,0,0
33318,48,C,13,percentage,50,50,2,2,24.9,3.214867803,1.008032129,1.008032129,1.008032129,1.008032129,0,0
33787,48,C,13,percentage,40,40,1,1,24.9,3.214867803,0.606425703,0.606425703,0.606425703,0.606425703,0,0
33819,48,C,13,percentage,60,60,2,2,24.9,3.214867803,1.409638554,1.409638554,1.409638554,1.409638554,0,0
33876,48,C,13,percentage,35,35,2,2,24.9,3.214867803,0.40562249,0.40562249,0.40562249,0.40562249,0,0
33877,48,C,13,percentage,92,92,3,3,24.9,3.214867803,2.694779116,2.694779116,2.694779116,2.694779116,0,0
34086,48,C,13,percentage,60,60,1,1,24.9,3.214867803,1.409638554,1.409638554,1.409638554,1.409638554,0,0
34112,48,C,13,percentage,10,10,1,1,24.9,3.214867803,0.598393574,0.598393574,0.598393574,0.598393574,0,0
34154,49,C,13,percentage,0.1,0.1,1,1,24.9,3.214867803,0.995983936,0.995983936,0.995983936,0.995983936,0,0
34420,49,C,13,percentage,10,10,2,2,24.9,3.214867803,0.598393574,0.598393574,0.598393574,0.598393574,0,0
34456,49,C,13,percentage,20,20,2,2,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
34466,49,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
34472,49,C,13,percentage,20,20,1,1,24.9,3.214867803,0.196787149,0.196787149,0.196787149,0.196787149,0,0
34516,49,C,13,percentage,40,40,2,2,24.9,3.214867803,0.606425703,0.606425703,0.606425703,0.606425703,0,0
34543,49,C,13,percentage,50,50,2,2,24.9,3.214867803,1.008032129,1.008032129,1.008032129,1.008032129,0,0
34547,49,C,13,percentage,70,70,3,3,24.9,3.214867803,1.81124498,1.81124498,1.81124498,1.81124498,0,0
34558,49,C,13,percentage,15,15,2,2,24.9,3.214867803,0.397590361,0.397590361,0.397590361,0.397590361,0,0
